Facility Name,Ownership Group,Ownership / Brand Name,County,Street Address,City,State,ZIP Code,Latitude,Longitude,Phone Number,Email Address,Website URL,Estimated Unit Count,Estimated Size / Footprint,Facility Type Tags,Lead Tier,Lead Score,Notes
J & M Mini Storage,Chain,J & M Mini Storage,Lampasas,Nix Road,Lampasas,TX,76550,31.0689455,-98.2032936,,,,,,self-storage,C,0,No website found; Chain-managed
Lone Star Storage,Independent,Lone Star Storage,Lampasas,North US Highway 281,Lampasas,TX,76550,31.0922297,-98.1885358,,,,,,self-storage,C,15,No website found
