Facility Name,Ownership Group,Ownership / Brand Name,County,Street Address,City,State,ZIP Code,Latitude,Longitude,Phone Number,Email Address,Website URL,Estimated Unit Count,Estimated Size / Footprint,Facility Type Tags,Lead Tier,Lead Score,Notes
Maverick Self Storage,Independent,Maverick Self Storage,Frio,,,TX,,28.894799,-99.0966659,,,,,,self-storage,C,15,No website found
A & B Mini Storage,Chain,A & B Mini Storage,Frio,,,TX,,28.9025465,-99.0915148,,,,,,self-storage,C,0,No website found; Chain-managed
