Facility Name,Ownership Group,Ownership / Brand Name,County,Street Address,City,State,ZIP Code,Latitude,Longitude,Phone Number,Email Address,Website URL,Estimated Unit Count,Estimated Size / Footprint,Facility Type Tags,Lead Tier,Lead Score,Notes
Softball/Soccer Locker Room,Independent,Softball/Soccer Locker Room,Pontotoc,,,OK,,34.7705503,-96.6577875,,,,,,self-storage,C,15,No website found
Baseball Locker Room,Independent,Baseball Locker Room,Pontotoc,,,OK,,34.7711567,-96.6592036,,,,,,self-storage,C,15,No website found
