Facility Name,Ownership Group,Ownership / Brand Name,County,Street Address,City,State,ZIP Code,Latitude,Longitude,Phone Number,Email Address,Website URL,Estimated Unit Count,Estimated Size / Footprint,Facility Type Tags,Lead Tier,Lead Score,Notes
Boat & Camper Storage,Independent,Boat & Camper Storage,Linn,,,KS,,38.3754019,-94.693663,,,,,,self-storage,C,15,No website found
Linn Valley Mini Storage,Chain,Linn Valley Mini Storage,Linn,,,KS,,38.3698189,-94.6976434,,,,,,self-storage,C,0,No website found; Chain-managed
