Facility Name,Ownership Group,Ownership / Brand Name,County,Street Address,City,State,ZIP Code,Latitude,Longitude,Phone Number,Email Address,Website URL,Estimated Unit Count,Estimated Size / Footprint,Facility Type Tags,Lead Tier,Lead Score,Notes
Iola RV Park & Storage,Independent,Iola RV Park & Storage,Allen,USHwy 54,Iola,KS,66749,37.921584,-95.415825,,,http://www.iolarvparkandstorage.com,,,self-storage,C,40,
Iola RV Park & Storage,Independent,Iola RV Park & Storage,Allen,,,KS,,37.9212544,-95.4170598,,,http://www.iolarvparkandstorage.com,,,self-storage,C,40,
