Facility Name,Ownership Group,Ownership / Brand Name,County,Street Address,City,State,ZIP Code,Latitude,Longitude,Phone Number,Email Address,Website URL,Estimated Unit Count,Estimated Size / Footprint,Facility Type Tags,Lead Tier,Lead Score,Notes
Nachitoches Security Storage,Independent,Nachitoches Security Storage,Natchitoches,,,LA,,31.743115,-93.0863837,318-238-6191,,,,,self-storage,C,40,
Grain Storage Shed,Independent,Grain Storage Shed,Natchitoches,,,LA,,31.6656043,-93.0027508,,,,,,self-storage,C,15,No website found
